complaint_id,description,category,subcategory,latitude,longitude,timestamp,ground_truth_issue_id,is_duplicate
713,"The whole neighborhood along the stretch near Podanur lost power after a loud noise from the transformer. Not a big problem yet, just flagging it.",Electricity,Power outage,10.964889,76.975021,2026-07-14 16:10,ISSUE_0379,True
714,There is a deep pothole along the stretch near Podanur that vehicles keep hitting. Several people in the area have noticed this.,Road,Pothole,10.966577,76.97133,2026-07-06 06:32,ISSUE_0005,True
715,The color of the water beside the Mettupalayam Road bus stop changes between clear and brownish. It is causing inconvenience to daily commuters.,Water,Water quality,11.045284,76.952271,2026-07-19 01:45,ISSUE_0363,False
716,Pedestrians are wading through ankle-deep water just outside Rathinapuri. Vehicles are getting damaged because of this. This has been the case since the last heavy rain.,Drainage,Waterlogging,10.988438,76.945125,2026-08-07 06:08,ISSUE_0271,True
717,"The outage close to Vadavalli started suddenly with no prior announcement. Not a big problem yet, just flagging it.",Electricity,Power outage,11.018691,76.902145,2026-07-05 18:40,ISSUE_0374,True
718,Illegal dumping near Ram Nagar is attracting stray dogs and pests. This has been the case for the past two days.,Sanitation,Waste dumping,10.998383,76.964571,2026-07-04 10:39,ISSUE_0218,False
719,There was a burning smell near the transformer close to Trichy Road this evening. This is becoming a regular nuisance for residents.,Electricity,Electrical hazard,10.986738,77.005589,2026-07-18 12:49,ISSUE_0420,True
720,"A big hole has formed on the road in front of Gandhipuram, making it risky to drive over. This is unsafe and could lead to an accident.",Road,Pothole,11.017656,76.966778,2026-07-20 04:07,ISSUE_0009,True
721,"The signal near Chinniampalayam is out of sync, causing jams in every direction. Elderly residents are finding it especially difficult. This has been the case since last week.",Road,Traffic signal,11.088355,77.018464,2026-07-03 23:52,ISSUE_0082,True
722,Sewage water beside the Neelambur bus stop is flowing directly onto the pavement. Several people in the area have noticed this.,Drainage,Drain overflow,10.999305,77.063975,2026-08-02 12:43,ISSUE_0232,True
723,The electric meter box near Vadavalli Bridge is open and wires are visible. Vehicles are getting damaged because of this.,Electricity,Electrical hazard,11.019113,76.902316,2026-07-08 15:25,ISSUE_0423,False
724,Residents near Ganapathy have been asking for the streetlight to be repaired for weeks.,Streetlight,Broken streetlight,11.035087,76.972375,2026-07-29 11:00,ISSUE_0142,False
725,Water pressure at Town Hall has been extremely low this week.,Water,Water supply,10.994339,76.963929,2026-07-18 05:39,ISSUE_0298,True
726,The smell from the overflowing drain close to Ram Nagar is unbearable. It is causing inconvenience to daily commuters. This has been the case for the past two days.,Drainage,Drain overflow,10.999277,76.960864,2026-08-02 14:56,ISSUE_0225,True
727,The road surface beside the Town Hall bus stop is cracked and breaking apart in several places. It is causing inconvenience to daily commuters. This has been the case for the past two days.,Road,Road damage,10.992411,76.962588,2026-07-08 19:01,ISSUE_0050,True
728,"The surface in the Peelamedu locality is patchy with old repairs breaking down again. Not a big problem yet, just flagging it.",Road,Road damage,11.028954,77.024815,2026-07-07 23:37,ISSUE_0046,True
729,"Water is accumulating beside the Vadavalli Market bus stop after yesterday's rain. Not a big problem yet, just flagging it.",Drainage,Waterlogging,11.018617,76.905117,2026-07-04 17:50,ISSUE_0262,True
730,Half the lane close to Sathyamangalam Road has collapsed slightly due to poor drainage underneath. This has been the case for over a month now.,Road,Road damage,11.041225,77.033918,2026-07-08 06:54,ISSUE_0052,True
731,The streetlight near the park at Sowripalayam has been off for a long time. It is causing inconvenience to daily commuters.,Streetlight,Broken streetlight,10.996837,76.99492,2026-08-07 00:02,ISSUE_0112,True
732,The culvert on the Kurichi main road is clogged and water is spilling over the road. This has been the case for several days.,Drainage,Drain overflow,10.961628,76.9663,2026-07-11 08:04,ISSUE_0248,False
733,"Water has been standing in the Kovaipudur locality for hours since the downpour. Not a big problem yet, just flagging it.",Drainage,Waterlogging,10.94146,76.919961,2026-07-04 22:57,ISSUE_0291,False
734,We haven't received municipal water just outside Hopes College on the usual schedule. This is becoming a regular nuisance for residents.,Water,Water supply,11.006097,76.943214,2026-07-14 06:07,ISSUE_0297,True
735,"The garbage van skipped our street near Saravanampatti again this week. Not a big problem yet, just flagging it.",Sanitation,Garbage collection,11.069171,77.007022,2026-08-19 09:37,ISSUE_0171,False
736,Walking around the Vadavalli area after dark feels unsafe due to the broken light.,Streetlight,Broken streetlight,11.019851,76.902649,2026-08-02 00:15,ISSUE_0114,True
737,Drain water at Neelambur has been overflowing onto the road for days. Many residents in the area are affected by this. This has been the case since yesterday.,Drainage,Drain overflow,10.999902,77.063621,2026-07-27 04:27,ISSUE_0232,True
738,"Rainwater is not draining in the Malumichampatti locality, leaving the road waterlogged for days.",Drainage,Waterlogging,10.929443,76.984658,2026-08-06 19:39,ISSUE_0272,True
739,The tap water around the Peelamedu area has visible particles floating in it. This has been the case since the last heavy rain.,Water,Water quality,11.027043,77.026155,2026-08-13 19:23,ISSUE_0344,True
740,The outage around the Sowripalayam area started suddenly with no prior announcement. It is causing inconvenience to daily commuters.,Electricity,Power outage,11.002354,76.994315,2026-08-08 08:12,ISSUE_0373,True
741,The streetlight near Sowripalayam has stopped working and the area is very dark at night. This is becoming a regular nuisance for residents.,Streetlight,Broken streetlight,10.999866,76.994863,2026-07-30 10:53,ISSUE_0115,True
742,Residents just outside Singanallur are without electricity and haven't gotten an update. This has been the case since the last heavy rain.,Electricity,Power outage,11.001653,77.026262,2026-08-04 01:54,ISSUE_0368,True
743,This exposed wiring along the stretch near Saibaba Colony is a serious safety hazard for the whole street. Several people in the area have noticed this. This has been the case since yesterday.,Electricity,Electrical hazard,11.014269,76.933722,2026-08-01 01:10,ISSUE_0410,True
744,"Electricity in front of Lakshmi Mills has been unstable, going off every few hours. This has been ignored despite earlier complaints.",Electricity,Power outage,11.007108,76.956312,2026-08-14 00:45,ISSUE_0381,True
745,"Someone needs to stop the dumping at Trichy Road, it's turning into a health hazard. This has been the case for a few weeks.",Sanitation,Waste dumping,10.987179,77.005653,2026-08-13 23:42,ISSUE_0198,True
746,The tap water at Kavundampalayam has visible particles floating in it.,Water,Water quality,11.049827,76.943105,2026-07-10 09:08,ISSUE_0340,True
747,Signal timing along the stretch near Selvapuram seems completely off compared to actual traffic flow.,Road,Traffic signal,10.988263,76.934939,2026-08-02 01:20,ISSUE_0080,True
748,There's a hole in the road surface on the Eachanari main road that's been there for a while. It is causing inconvenience to daily commuters.,Road,Pothole,10.952462,76.954501,2026-08-01 18:25,ISSUE_0008,True
749,"There's a strange odor coming from the water in the Ukkadam locality, possibly sewage mixing in. This has been the case for quite some time.",Water,Water quality,10.991768,76.961958,2026-08-17 15:38,ISSUE_0337,True
750,It's been a long outage beside the Kalapatti bus stop and appliances have been idle all day. This has been the case for the past two days.,Electricity,Power outage,11.070035,77.031593,2026-07-15 11:43,ISSUE_0382,False
751,Half the lane close to Town Hall has collapsed slightly due to poor drainage underneath.,Road,Road damage,10.993284,76.962733,2026-07-02 20:25,ISSUE_0050,True
752,Half the lane in front of Trichy Road has collapsed slightly due to poor drainage underneath.,Road,Road damage,10.989038,77.010269,2026-08-13 17:51,ISSUE_0049,True
753,Traffic is slowing down in the Kuniyamuthur locality because everyone is dodging a pothole. It is causing inconvenience to daily commuters.,Road,Pothole,10.968005,76.950626,2026-07-10 20:48,ISSUE_0010,True
754,The drain close to Hopes College is overflowing with sewage onto the road. Vehicles are getting damaged because of this.,Drainage,Drain overflow,11.006339,76.94137,2026-07-26 19:49,ISSUE_0223,True
755,"Someone needs to check the signal box at Kurichi, it keeps resetting randomly. Many residents in the area are affected by this. This has been the case since last week.",Road,Traffic signal,10.965986,76.970359,2026-08-04 22:55,ISSUE_0093,False
756,The open plot on the Mettupalayam Road main road has become a dumping site for old furniture and debris. This is unsafe and could lead to an accident.,Sanitation,Waste dumping,11.045592,76.948652,2026-07-28 16:15,ISSUE_0202,False
757,This junction's signal beside the Uppilipalayam bus stop has been unreliable for days now. This is becoming a regular nuisance for residents.,Road,Traffic signal,10.989826,77.023448,2026-07-04 18:53,ISSUE_0089,True
758,The road in the Ganapathy Bus Stand locality is flooded again and vehicles are struggling to cross. Several people in the area have noticed this.,Drainage,Waterlogging,11.038468,76.969534,2026-07-17 10:38,ISSUE_0264,True
759,The street beside the Hopes College bus stop looks unhygienic due to missed garbage collection.,Sanitation,Garbage collection,11.006494,76.94386,2026-07-30 14:10,ISSUE_0161,True
760,The bulb just outside Saibaba Colony seems to have burnt out and no one has replaced it.,Streetlight,Broken streetlight,11.020517,76.937126,2026-08-16 21:37,ISSUE_0119,True
761,Collection close to Mettupalayam Road used to be regular but has become very irregular lately. This is becoming a regular nuisance for residents.,Sanitation,Garbage collection,11.047137,76.946816,2026-07-25 12:31,ISSUE_0159,True
762,Heavy waterlogging has returned at Ganapathy Bus Stand after the recent showers. The entire road is submerged and impassable. This has been the case since the last heavy rain.,Drainage,Waterlogging,11.038043,76.968199,2026-08-03 11:44,ISSUE_0261,True
763,The bulb along the stretch near Ramanathapuram seems to have burnt out and no one has replaced it. It is causing inconvenience to daily commuters. This has been the case since yesterday.,Streetlight,Broken streetlight,10.995531,76.984052,2026-07-30 20:04,ISSUE_0113,True
764,It's hard to find the entrance in front of Rathinapuri at night with the light out.,Streetlight,Broken streetlight,10.98932,76.942189,2026-07-12 15:29,ISSUE_0121,True
765,We've had frequent power cuts near Vadavalli throughout the week. This has been the case for several days.,Electricity,Power outage,11.023259,76.902386,2026-07-27 09:17,ISSUE_0390,False
766,"The supply line in front of Vellalore appears to have a leak, reducing pressure downstream. It is causing inconvenience to daily commuters.",Water,Water supply,10.94433,76.990072,2026-07-17 16:44,ISSUE_0303,True
767,People are dumping garbage on the empty plot around the Sowripalayam area regularly. Elderly residents are finding it especially difficult.,Sanitation,Waste dumping,11.003144,76.99252,2026-07-21 15:16,ISSUE_0185,True
768,Shops in the Saibaba Colony locality are getting flooded because the road can't drain the water. Several people in the area have noticed this.,Drainage,Waterlogging,11.01919,76.93883,2026-07-14 12:38,ISSUE_0266,True
769,There is no proper garbage pickup happening in the Race Course locality this month. This is becoming a regular nuisance for residents.,Sanitation,Garbage collection,10.998886,76.956729,2026-08-09 14:13,ISSUE_0162,True
